MIMAT,name,logFC.merged,adj.P.Val.merged,TestStatistic.meta,adj.P.Val.meta,same_dir,consensus,curated
MIMAT0004775,hsa-miR-502-3p,-0.089970,4.687e-01,-1.194922,4.976e-01, TRUE,FALSE,white
MIMAT0000727,hsa-miR-374a-5p,-0.227418,4.779e-01,-0.807281,6.820e-01, TRUE,FALSE,white
MIMAT0003233,hsa-miR-551b-3p,-0.190914,4.890e-01,-0.958145,6.127e-01, TRUE,FALSE,white
MIMAT0000064,hsa-let-7c-5p, 0.158198,4.987e-01,-0.428170,8.317e-01,FALSE,FALSE,white
MIMAT0004911,hsa-miR-874-3p,-0.078629,4.987e-01,-1.172842,5.098e-01, TRUE,FALSE,white
MIMAT0000692,hsa-miR-30e-5p,-0.144522,4.999e-01,-0.761938,6.873e-01, TRUE,FALSE,white
MIMAT0000257,hsa-miR-181b-5p, 0.179425,5.019e-01, 0.368186,8.394e-01, TRUE,FALSE,white
MIMAT0000447,hsa-miR-134-5p, 0.102874,5.019e-01, 0.981363,6.049e-01, TRUE,FALSE,white
MIMAT0004550,hsa-miR-30c-2-3p, 0.139263,5.019e-01, 0.797027,6.820e-01, TRUE,FALSE,white
MIMAT0000073,hsa-miR-19a-3p,-0.178774,5.105e-01,-0.559756,7.863e-01, TRUE,FALSE,white
MIMAT0000419,hsa-miR-27b-3p, 0.168596,5.258e-01, 0.509214,7.965e-01, TRUE,FALSE,white
MIMAT0000461,hsa-miR-195-5p,-0.258777,5.258e-01,-0.611550,7.729e-01, TRUE,FALSE,white
MIMAT0000688,hsa-miR-301a-3p, 0.208077,5.258e-01, 0.652563,7.526e-01, TRUE,FALSE,white
MIMAT0003338,hsa-miR-660-5p,-0.166770,5.347e-01,-0.595484,7.752e-01, TRUE,FALSE,white
