miRNA	ID
mdo-miR-7399-3p	MIMAT0028941
mdo-miR-7399-5p	MIMAT0028940
mdo-mir-759	MI0012526
mdo-miR-759	MIMAT0012769
mdo-mir-761	MI0012525
mdo-miR-761	MIMAT0012768
mdo-mir-873	MI0023856
mdo-miR-873-3p	MIMAT0028665
mdo-miR-873-5p	MIMAT0028664
mdo-mir-875	MI0012523
mdo-miR-875	MIMAT0012766
mdo-miR-875-3p	MIMAT0026949
mdo-miR-875-5p	MIMAT0012766
mdo-mir-885	MI0012524
mdo-miR-885	MIMAT0012767
mdo-miR-9	MIMAT0004087
mdo-miR-9*	MIMAT0004088
mdo-mir-9-1	MI0005272
mdo-mir-92	MI0005359
mdo-mir-9-2	MI0005271
mdo-miR-92	MIMAT0004171
mdo-mir-92a-1	MI0005359
mdo-miR-92a-1-5p	MIMAT0026709
mdo-mir-92a-2	MI0023936
mdo-miR-92a-2-5p	MIMAT0031050
mdo-miR-92a-3p	MIMAT0004171
mdo-mir-92b	MI0023776
mdo-miR-92b-3p	MIMAT0028519
mdo-miR-92b-5p	MIMAT0028518
mdo-mir-93	MI0005369
mdo-miR-93	MIMAT0004178
mdo-miR-93-3p	MIMAT0026715
mdo-miR-93-5p	MIMAT0004178
mdo-miR-9-3p	MIMAT0004088
mdo-miR-9-5p	MIMAT0004087
mdo-mir-96	MI0005336
mdo-miR-96	MIMAT0004147
mdo-mir-9a-1	MI0005272
mdo-mir-9a-2	MI0005271
mdo-mir-9a-3	MI0023762
mdo-miR-9a-3p	MIMAT0004088
mdo-miR-9a-5p	MIMAT0004087
mdo-mir-9b	MI0023797
mdo-miR-9b-3p	MIMAT0028555
mdo-miR-9b-5p	MIMAT0028554
mdv1-mir-M1	MI0005093
mdv1-miR-M1	MIMAT0003920
mdv1-miR-M1*	MIMAT0005801
mdv1-mir-M10	MI0006988
mdv1-miR-M10	MIMAT0005981
mdv1-miR-M10-3p	MIMAT0005981
mdv1-miR-M10-5p	MIMAT0007294
mdv1-mir-M11	MI0006989
mdv1-miR-M11-3p	MIMAT0005983
mdv1-miR-M11-5p	MIMAT0005982
mdv1-mir-M12	MI0006990
mdv1-miR-M12	MIMAT0005984
mdv1-miR-M12*	MIMAT0009209
mdv1-miR-M12-3p	MIMAT0005984
mdv1-miR-M12-5p	MIMAT0009209
mdv1-mir-M13	MI0006991
mdv1-miR-M13	MIMAT0005985
mdv1-miR-M1-3p	MIMAT0005801
mdv1-miR-M1-5p	MIMAT0003920
mdv1-mir-M2	MI0005094
mdv1-miR-M2	MIMAT0003921
mdv1-miR-M2*	MIMAT0003922
mdv1-miR-M2-3p	MIMAT0003922
mdv1-miR-M2-5p	MIMAT0003921
mdv1-mir-M3	MI0005095
mdv1-miR-M3	MIMAT0003923
mdv1-miR-M3*	MIMAT0009207
mdv1-mir-M31	MI0008337
mdv1-miR-M31	MI0008337_MIMAT0007893
mdv1-miR-M3-3p	MIMAT0009207
mdv1-miR-M3-5p	MIMAT0003923
mdv1-mir-M4	MI0005096
mdv1-miR-M4	MIMAT0003924
mdv1-miR-M4*	MIMAT0003925
mdv1-miR-M4-3p	MIMAT0003925
mdv1-miR-M4-5p	MIMAT0003924
mdv1-mir-M5	MI0005097
mdv1-miR-M5	MIMAT0003926
mdv1-miR-M5*	MIMAT0005802
mdv1-miR-M5-3p	MIMAT0003926
mdv1-miR-M5-5p	MIMAT0005802
mdv1-mir-M6	MI0005098
mdv1-miR-M6	MIMAT0003927_MIMAT0005803
mdv1-miR-M6*	MIMAT0003927
mdv1-miR-M6-3p	MIMAT0003927
mdv1-miR-M6-5p	MIMAT0005803
mdv1-mir-M7	MI0005099
mdv1-miR-M7	MIMAT0003928_MIMAT0003928_MIMAT0005804
mdv1-miR-M7*	MIMAT0003928_MIMAT0005804
mdv1-miR-M7-3p	MIMAT0003928
mdv1-miR-M7-5p	MIMAT0005804
mdv1-mir-M8	MI0005100
mdv1-miR-M8	MIMAT0003929
mdv1-miR-M8-3p	MIMAT0003929
mdv1-miR-M8-5p	MIMAT0005805
mdv1-mir-M9	MI0006987
mdv1-miR-M9	MIMAT0005979
mdv1-miR-M9*	MIMAT0005980
mdv1-miR-M9-3p	MIMAT0005980
mdv1-miR-M9-5p	MIMAT0005979
mdv2-mir-M14	MI0005882
mdv2-miR-M14-3p	MIMAT0004452
mdv2-miR-M14-5p	MIMAT0004451
mdv2-mir-M15	MI0005883
mdv2-miR-M15	MIMAT0004454
mdv2-miR-M15*	MIMAT0004453
mdv2-miR-M15-3p	MIMAT0004454
mdv2-miR-M15-5p	MIMAT0004453
mdv2-mir-M16	MI0005884
mdv2-miR-M16	MIMAT0004455
mdv2-miR-M16*	MIMAT0012540
mdv2-miR-M16-3p	MIMAT0012540
mdv2-miR-M16-5p	MIMAT0004455
mdv2-mir-M17	MI0005885
mdv2-miR-M17	MIMAT0004457
mdv2-miR-M17*	MIMAT0004456
mdv2-miR-M17-3p	MIMAT0004457
mdv2-miR-M17-5p	MIMAT0004456
mdv2-mir-M18	MI0005886
mdv2-miR-M18-3p	MIMAT0004459
mdv2-miR-M18-5p	MIMAT0004458
mdv2-mir-M19	MI0005887
mdv2-miR-M19	MIMAT0004460
mdv2-miR-M19-3p	MIMAT0004460
mdv2-miR-M19-5p	MIMAT0012541
mdv2-mir-M20	MI0005888
mdv2-miR-M20	MIMAT0004462
mdv2-miR-M20*	MIMAT0004461
mdv2-miR-M20-3p	MIMAT0004462
mdv2-miR-M20-5p	MIMAT0004461
mdv2-mir-M21	MI0005889
mdv2-miR-M21	MIMAT0004464
mdv2-miR-M21*	MIMAT0004463
mdv2-miR-M21-3p	MIMAT0004464
mdv2-miR-M21-5p	MIMAT0004463
mdv2-mir-M22	MI0005890
mdv2-miR-M22	MIMAT0004465
mdv2-miR-M22*	MIMAT0004466
mdv2-miR-M22-3p	MIMAT0004466
mdv2-miR-M22-5p	MIMAT0004465
mdv2-mir-M23	MI0005891
mdv2-miR-M23	MIMAT0004467
mdv2-miR-M23*	MIMAT0012542
mdv2-miR-M23-3p	MIMAT0012542
mdv2-miR-M23-5p	MIMAT0004467
mdv2-mir-M24	MI0005892
mdv2-miR-M24	MIMAT0004468
mdv2-miR-M24*	MIMAT0012543
mdv2-miR-M24-3p	MIMAT0004468
mdv2-miR-M24-5p	MIMAT0012543
mdv2-mir-M25	MI0005893
mdv2-miR-M25-3p	MIMAT0004470
mdv2-miR-M25-5p	MIMAT0004469
mdv2-mir-M26	MI0005894
mdv2-miR-M26	MIMAT0004471
mdv2-miR-M26*	MIMAT0012544
mdv2-miR-M26-3p	MIMAT0012544
mdv2-miR-M26-5p	MIMAT0004471
mdv2-mir-M27	MI0005895
mdv2-miR-M27-3p	MIMAT0004473
mdv2-miR-M27-5p	MIMAT0004472
mdv2-mir-M28	MI0005896
mdv2-miR-M28	MIMAT0004474
mdv2-miR-M28*	MIMAT0004475
mdv2-miR-M28-3p	MIMAT0004475
mdv2-miR-M28-5p	MIMAT0004474
mdv2-mir-M29	MI0005897
mdv2-miR-M29	MIMAT0004476
mdv2-miR-M29-3p	MIMAT0012545
mdv2-miR-M29-5p	MIMAT0004476
mdv2-mir-M30	MI0005898
mdv2-miR-M30	MIMAT0004477
mdv2-miR-M30*	MIMAT0012546
mdv2-miR-M30-3p	MIMAT0012546
mdv2-miR-M30-5p	MIMAT0004477
mdv2-mir-M32	MI0012487
mdv2-miR-M32	MIMAT0012733
mdv2-miR-M32*	MIMAT0012732
mdv2-miR-M32-3p	MIMAT0012733
mdv2-miR-M32-5p	MIMAT0012732
mdv-mir-M1	MI0005093
mdv-miR-M1	MIMAT0003920
mdv-mir-M2	MI0005094
mdv-miR-M2	MIMAT0003921
mdv-miR-M2*	MIMAT0003922
mdv-mir-M3	MI0005095
mdv-miR-M3	MIMAT0003923
mdv-mir-M4	MI0005096
mdv-miR-M4	MIMAT0003924
mdv-miR-M4*	MIMAT0003925
mdv-mir-M5	MI0005097
mdv-miR-M5	MIMAT0003926
mdv-mir-M6	MI0005098
mdv-miR-M6	MIMAT0003927
mdv-mir-M7	MI0005099
mdv-miR-M7	MIMAT0003928
mdv-mir-M8	MI0005100
mdv-miR-M8	MIMAT0003929
mes-miR1446	MIMAT0029305
mes-MIR1446	MI0024347
mes-miR156a	MIMAT0029165
mes-MIR156a	MI0024207
mes-miR156b	MIMAT0029166
mes-MIR156b	MI0024208
mes-miR156c	MIMAT0029167
mes-MIR156c	MI0024209
mes-miR156d	MIMAT0029168
mes-MIR156d	MI0024210
mes-miR156e	MIMAT0029169
mes-MIR156e	MI0024211
mes-miR156f	MIMAT0029170
mes-MIR156f	MI0024212
mes-miR156g	MIMAT0029171
mes-MIR156g	MI0024213
mes-miR156h	MIMAT0029172
mes-MIR156h	MI0024214
mes-miR156i	MIMAT0029173
mes-MIR156i	MI0024215
mes-miR156j	MIMAT0029174
mes-MIR156j	MI0024216
mes-miR156k	MIMAT0029175
mes-MIR156k	MI0024217
mes-miR159	MIMAT0024410
mes-MIR159	MI0020959
mes-miR159a	MIMAT0024410
mes-MIR159a	MI0020959
mes-miR159b	MIMAT0029176
mes-MIR159b	MI0024218
mes-miR159c	MIMAT0029177
mes-MIR159c	MI0024219
mes-miR159d	MIMAT0029178
mes-MIR159d	MI0024220
mes-miR160	MIMAT0024411
mes-MIR160	MI0020960
mes-miR160a	MIMAT0029179
mes-MIR160a	MI0024221
mes-miR160b	MIMAT0029180
mes-MIR160b	MI0024222
mes-miR160c	MIMAT0029181
mes-MIR160c	MI0024223
mes-miR160d	MIMAT0029182
mes-MIR160d	MI0024224
mes-miR160e	MIMAT0029183
mes-MIR160e	MI0024225
mes-miR160f	MIMAT0029184
mes-MIR160f	MI0024226
mes-miR160g	MIMAT0029185
mes-MIR160g	MI0024227
mes-miR160h	MIMAT0029186
mes-MIR160h	MI0024228
mes-miR162	MIMAT0029187
mes-MIR162	MI0024229
mes-miR164a	MIMAT0029188
mes-MIR164a	MI0024230
mes-miR164b	MIMAT0029189
mes-MIR164b	MI0024231
mes-miR164c	MIMAT0029190
mes-MIR164c	MI0024232
mes-miR164d	MIMAT0029191
mes-MIR164d	MI0024233
mes-miR166	MIMAT0024412
mes-MIR166	MI0020961
mes-miR166a	MIMAT0029192
mes-MIR166a	MI0024234
mes-miR166b	MIMAT0029193
mes-MIR166b	MI0024235
mes-miR166c	MIMAT0029194
mes-MIR166c	MI0024236
mes-miR166d	MIMAT0029195
mes-MIR166d	MI0024237
mes-miR166e	MIMAT0029196
mes-MIR166e	MI0024238
mes-miR166f	MIMAT0029197
mes-MIR166f	MI0024239
mes-miR166g	MIMAT0029198
mes-MIR166g	MI0024240
mes-miR166h	MIMAT0029199
mes-MIR166h	MI0024241
mes-miR166i	MIMAT0029200
mes-MIR166i	MI0024242
mes-miR166j	MIMAT0029201
mes-MIR166j	MI0024243
mes-miR167	MIMAT0024413
mes-MIR167	MI0020962
mes-miR167a	MIMAT0024413
mes-MIR167a	MI0020962
mes-miR167b	MIMAT0029202
mes-MIR167b	MI0024244
mes-miR167c	MIMAT0029203
mes-MIR167c	MI0024245
mes-miR167d	MIMAT0029204
mes-MIR167d	MI0024246
mes-miR167e	MIMAT0029205
mes-MIR167e	MI0024247
mes-miR167f	MIMAT0029206
mes-MIR167f	MI0024248
mes-miR167g	MIMAT0029207
mes-MIR167g	MI0024249
mes-miR167h	MIMAT0029208
mes-MIR167h	MI0024250
mes-miR168	MIMAT0024414
mes-MIR168	MI0020963
mes-miR168a	MIMAT0024414
mes-MIR168a	MI0020963
mes-miR169a	MIMAT0029209
mes-MIR169a	MI0024251
mes-miR169aa	MIMAT0029235
mes-MIR169aa	MI0024277
mes-miR169ab	MIMAT0029236
mes-MIR169ab	MI0024278
mes-miR169ac	MIMAT0029237
mes-MIR169ac	MI0024279
mes-miR169b	MIMAT0029210
mes-MIR169b	MI0024252
mes-miR169c	MIMAT0029211
mes-MIR169c	MI0024253
mes-miR169d	MIMAT0029212
mes-MIR169d	MI0024254
mes-miR169e	MIMAT0029213
mes-MIR169e	MI0024255
mes-miR169f	MIMAT0029214
mes-MIR169f	MI0024256
mes-miR169g	MIMAT0029215
mes-MIR169g	MI0024257
mes-miR169h	MIMAT0029216
mes-MIR169h	MI0024258
mes-miR169i	MIMAT0029217
mes-MIR169i	MI0024259
mes-miR169j	MIMAT0029218
mes-MIR169j	MI0024260
mes-miR169k	MIMAT0029219
mes-MIR169k	MI0024261
mes-miR169l	MIMAT0029220
mes-MIR169l	MI0024262
mes-miR169m	MIMAT0029221
mes-MIR169m	MI0024263
mes-miR169n	MIMAT0029222
mes-MIR169n	MI0024264
mes-miR169o	MIMAT0029223
mes-MIR169o	MI0024265
mes-miR169p	MIMAT0029224
mes-MIR169p	MI0024266
mes-miR169q	MIMAT0029225
mes-MIR169q	MI0024267
mes-miR169r	MIMAT0029226
mes-MIR169r	MI0024268
mes-miR169s	MIMAT0029227
mes-MIR169s	MI0024269
mes-miR169t	MIMAT0029228
mes-MIR169t	MI0024270
mes-miR169u	MIMAT0029229
mes-MIR169u	MI0024271
mes-miR169v	MIMAT0029230
mes-MIR169v	MI0024272
mes-miR169w	MIMAT0029231
mes-MIR169w	MI0024273
mes-miR169x	MIMAT0029232
mes-MIR169x	MI0024274
mes-miR169y	MIMAT0029233
mes-MIR169y	MI0024275
mes-miR169z	MIMAT0029234
mes-MIR169z	MI0024276
mes-miR171	MIMAT0024415
mes-MIR171	MI0020964
mes-miR171a	MIMAT0024415
mes-MIR171a	MI0020964
mes-miR171b	MIMAT0029238
mes-MIR171b	MI0024280
mes-miR171c	MIMAT0029239
mes-MIR171c	MI0024281
mes-miR171d	MIMAT0029240
mes-MIR171d	MI0024282
mes-miR171e	MIMAT0029241
mes-MIR171e	MI0024283
mes-miR171f	MIMAT0029242
mes-MIR171f	MI0024284
mes-miR171g	MIMAT0029243
mes-MIR171g	MI0024285
mes-miR171h	MIMAT0029244
mes-MIR171h	MI0024286
mes-miR171i	MIMAT0029245
mes-MIR171i	MI0024287
mes-miR171j	MIMAT0029246
mes-MIR171j	MI0024288
mes-miR171k	MIMAT0029247
mes-MIR171k	MI0024289
mes-miR172	MIMAT0024416
mes-MIR172	MI0020965
mes-miR172a	MIMAT0024416
mes-MIR172a	MI0020965
mes-miR172b	MIMAT0029248
mes-MIR172b	MI0024290
mes-miR172c	MIMAT0029249
mes-MIR172c	MI0024291
mes-miR172d	MIMAT0029250
mes-MIR172d	MI0024292
mes-miR172e	MIMAT0029251
mes-MIR172e	MI0024293
mes-miR172f	MIMAT0029252
mes-MIR172f	MI0024294
mes-miR2111a	MIMAT0029306
mes-MIR2111a	MI0024348
mes-miR2111b	MIMAT0029307
mes-MIR2111b	MI0024349
mes-miR2275	MIMAT0029308
mes-MIR2275	MI0024350
mes-miR2950	MIMAT0029309
mes-MIR2950	MI0024351
mes-miR319a	MIMAT0029253
mes-MIR319a	MI0024295
mes-miR319b	MIMAT0029254
mes-MIR319b	MI0024296
mes-miR319c	MIMAT0029255
mes-MIR319c	MI0024297
mes-miR319d	MIMAT0029256
mes-MIR319d	MI0024298
mes-miR319e	MIMAT0029257
mes-MIR319e	MI0024299
mes-miR319f	MIMAT0029258
mes-MIR319f	MI0024300
mes-miR319g	MIMAT0029259
mes-MIR319g	MI0024301
mes-miR319h	MIMAT0029260
mes-MIR319h	MI0024302
mes-miR390	MIMAT0029261
mes-MIR390	MI0024303
mes-miR393a	MIMAT0029262
mes-MIR393a	MI0024304
mes-miR393b	MIMAT0029263
mes-MIR393b	MI0024305
mes-miR393c	MIMAT0029264
mes-MIR393c	MI0024306
mes-miR393d	MIMAT0029265
mes-MIR393d	MI0024307
mes-miR394	MIMAT0024417
mes-MIR394	MI0020966
mes-miR394a	MIMAT0024417
mes-MIR394a	MI0020966
mes-miR394b	MIMAT0029266
mes-MIR394b	MI0024308
mes-miR394c	MIMAT0029267
mes-MIR394c	MI0024309
mes-miR395a	MIMAT0029268
mes-MIR395a	MI0024310
mes-miR395b	MIMAT0029269
mes-MIR395b	MI0024311
mes-miR395c	MIMAT0029270
mes-MIR395c	MI0024312
mes-miR395d	MIMAT0029271
mes-MIR395d	MI0024313
mes-miR395e	MIMAT0029272
mes-MIR395e	MI0024314
mes-miR396a	MIMAT0029273
mes-MIR396a	MI0024315
mes-miR396b	MIMAT0029274
mes-MIR396b	MI0024316
mes-miR396c	MIMAT0029275
mes-MIR396c	MI0024317
mes-miR396d	MIMAT0029276
mes-MIR396d	MI0024318
mes-miR396e	MIMAT0029277
mes-MIR396e	MI0024319
mes-miR396f	MIMAT0029278
mes-MIR396f	MI0024320
mes-miR397	MIMAT0029279
mes-MIR397	MI0024321
mes-miR399	MIMAT0024418
mes-MIR399	MI0020967
mes-miR399a	MIMAT0024418
mes-MIR399a	MI0020967
mes-miR399b	MIMAT0029280
mes-MIR399b	MI0024322
mes-miR399c	MIMAT0029281
mes-MIR399c	MI0024323
mes-miR399d	MIMAT0029282
mes-MIR399d	MI0024324
mes-miR399e	MIMAT0029283
mes-MIR399e	MI0024325
mes-miR399f	MIMAT0029284
mes-MIR399f	MI0024326
mes-miR399g	MIMAT0029285
mes-MIR399g	MI0024327
mes-miR403a	MIMAT0029286
mes-MIR403a	MI0024328
mes-miR403b	MIMAT0029287
mes-MIR403b	MI0024329
mes-miR408	MIMAT0024419
mes-MIR408	MI0020968
mes-miR477a	MIMAT0029290
mes-MIR477a	MI0024332
mes-miR477b	MIMAT0029291
mes-MIR477b	MI0024333
mes-miR477c	MIMAT0029292
mes-MIR477c	MI0024334
mes-miR477d	MIMAT0029293
mes-MIR477d	MI0024335
mes-miR477e	MIMAT0029294
mes-MIR477e	MI0024336
mes-miR477f	MIMAT0029295
mes-MIR477f	MI0024337
mes-miR477g	MIMAT0029296
mes-MIR477g	MI0024338
mes-miR477h	MIMAT0029288
mes-MIR477h	MI0024330
mes-miR477i	MIMAT0029289
mes-MIR477i	MI0024331
mes-miR482	MIMAT0029297
mes-MIR482	MI0024339
mes-miR530a	MIMAT0029298
mes-MIR530a	MI0024340
mes-miR530b	MIMAT0029299
mes-MIR530b	MI0024341
mes-miR535a	MIMAT0029300
mes-MIR535a	MI0024342
mes-miR535b	MIMAT0029301
mes-MIR535b	MI0024343
mes-miR827	MIMAT0029302
mes-MIR827	MI0024344
mes-miR828a	MIMAT0029303
mes-MIR828a	MI0024345
mes-miR828b	MIMAT0029304
mes-MIR828b	MI0024346
meu-mir-15c	MI0019259
meu-miR-15c	MIMAT0022447
meu-mir-16c	MI0019260
meu-miR-16c	MIMAT0022448
meu-mir-6313	MI0021815
meu-miR-6313	MIMAT0025021
mghv-mir-M1-1	MI0001669
mghv-mir-M1-1*	MIMAT0017185
mghv-miR-M1-1	MIMAT0001564
mghv-miR-M1-1*	MIMAT0017185
mghv-mir-M1-10	MI0016250
mghv-miR-M1-10	MIMAT0018167
mghv-miR-M1-10*	MIMAT0018166
mghv-miR-M1-10-3p	MIMAT0018167
mghv-miR-M1-10-5p	MIMAT0018166
mghv-mir-M1-11	MI0016251
mghv-miR-M1-11-3p	MIMAT0018169
mghv-miR-M1-11-5p	MIMAT0018168
mghv-mir-M1-12	MI0016252
mghv-miR-M1-12	MIMAT0018171
mghv-miR-M1-12*	MIMAT0018170
mghv-miR-M1-12-3p	MIMAT0018171
mghv-miR-M1-12-5p	MIMAT0018170
mghv-mir-M1-13	MI0016253
mghv-miR-M1-13	MIMAT0018173
mghv-miR-M1-13*	MIMAT0018172
mghv-miR-M1-13-3p	MIMAT0018173
mghv-miR-M1-13-5p	MIMAT0018172
mghv-miR-M1-1-3p	MIMAT0001564
mghv-mir-M1-14	MI0016254
mghv-miR-M1-14	MIMAT0018175
mghv-miR-M1-14*	MIMAT0018174
mghv-miR-M1-14-3p	MIMAT0018175
mghv-miR-M1-14-5p	MIMAT0018174
mghv-mir-M1-15	MI0016255
mghv-miR-M1-15	MIMAT0018176
mghv-miR-M1-1-5p	MIMAT0017185
mghv-mir-M1-2	MI0001670
mghv-miR-M1-2	MIMAT0001565
mghv-miR-M1-2-3p	MIMAT0001565
mghv-mir-M1-2-5p	MIMAT0017186
mghv-miR-M1-2-5p	MIMAT0017186
mghv-mir-M1-3	MI0001671
mghv-mir-M1-3*	MIMAT0017187
mghv-miR-M1-3	MIMAT0001566
mghv-miR-M1-3*	MIMAT0017187
mghv-miR-M1-3-3p	MIMAT0001566
mghv-miR-M1-3-5p	MIMAT0017187
mghv-mir-M1-4	MI0001672
mghv-mir-M1-4*	MIMAT0017188
mghv-miR-M1-4	MIMAT0001567
mghv-miR-M1-4*	MIMAT0017188
mghv-miR-M1-4-3p	MIMAT0017188
mghv-miR-M1-4-5p	MIMAT0001567
mghv-mir-M1-5	MI0001673
mghv-mir-M1-5*	MIMAT0017189
mghv-miR-M1-5	MIMAT0001568
mghv-miR-M1-5*	MIMAT0017189
mghv-miR-M1-5-3p	MIMAT0017189
mghv-miR-M1-5-5p	MIMAT0001568
mghv-mir-M1-6	MI0001674
mghv-miR-M1-6	MIMAT0001569
mghv-miR-M1-6*	MIMAT0017190
mghv-miR-M1-6-3p	MIMAT0001569
mghv-miR-M1-6-5p	MIMAT0017190
mghv-mir-M1-7	MI0001675
mghv-miR-M1-7-3p	MIMAT0001571
mghv-miR-M1-7-5p	MIMAT0001570
mghv-mir-M1-8	MI0001676
mghv-mir-M1-8*	MIMAT0017191
mghv-miR-M1-8	MIMAT0001572
mghv-miR-M1-8*	MIMAT0017191
mghv-miR-M1-8-3p	MIMAT0017191
mghv-miR-M1-8-5p	MIMAT0001572
mghv-mir-M1-9	MI0001677
mghv-miR-M1-9	MIMAT0001573
mhv-miR-M1-1	MI0001669_MIMAT0001564
mhv-miR-M1-2	MI0001670_MIMAT0001565
mhv-miR-M1-3	MI0001671_MIMAT0001566
mhv-miR-M1-4	MI0001672_MIMAT0001567
mhv-miR-M1-5	MI0001673_MIMAT0001568
mhv-miR-M1-6	MI0001674_MIMAT0001569
mhv-miR-M1-7	MI0001675
mhv-miR-M1-7-3p	MIMAT0001571
mhv-miR-M1-7-5p	MIMAT0001570
mhv-miR-M1-8	MI0001676_MIMAT0001572
mhv-miR-M1-9	MI0001677_MIMAT0001573
mja-mir-6489	MI0022066
mja-miR-6489-3p	MIMAT0025297
mja-miR-6489-5p	MIMAT0025296
mja-mir-6490	MI0022067
mja-miR-6490	MIMAT0025298
mja-mir-6491	MI0022068
mja-miR-6491	MIMAT0025299
mja-mir-6492	MI0022069
mja-miR-6492	MIMAT0025300
mja-mir-6493	MI0022070
mja-miR-6493-3p	MIMAT0025302
mja-miR-6493-5p	MIMAT0025301
mja-mir-6494	MI0022071
mja-miR-6494	MIMAT0025303
mml-let-7a	MIMAT0006151
mml-let-7a-1	MI0007570
mml-let-7a-2	MI0007571
mml-let-7a-2-3p	MIMAT0031041
mml-let-7a-3	MI0007572
mml-let-7a-3p	MIMAT0026789
mml-let-7a-5p	MIMAT0006151
mml-let-7b	MI0007573_MIMAT0006152
mml-let-7b-3p	MIMAT0026790
mml-let-7b-5p	MIMAT0006152
mml-let-7c	MI0007574_MIMAT0006153
mml-let-7c-3p	MIMAT0026791
mml-let-7c-5p	MIMAT0006153
mml-let-7d	MI0007575_MIMAT0006154
mml-let-7e	MI0007576_MIMAT0006155
mml-let-7e-3p	MIMAT0026792
mml-let-7e-5p	MIMAT0006155
mml-let-7f	MIMAT0006156
mml-let-7f-1	MI0007577
mml-let-7f-2	MI0007578
mml-let-7f-3p	MIMAT0026793
mml-let-7f-5p	MIMAT0006156
mml-let-7g	MI0007579_MIMAT0006157
mml-let-7g-3p	MIMAT0026794
mml-let-7g-5p	MIMAT0006157
mml-let-7i	MI0007580_MIMAT0006158
mml-let-7i-3p	MIMAT0026795
mml-let-7i-5p	MIMAT0006158
mml-miR-1	MIMAT0006150
mml-mir-100	MI0002714
mml-miR-100	MIMAT0002422
mml-miR-100-3p	MIMAT0026580
mml-miR-100-5p	MIMAT0002422
mml-mir-101	MI0002723
mml-miR-101	MIMAT0002431
mml-mir-101-1	MI0002723
mml-miR-101-1-5p	MIMAT0026581
mml-mir-101-2	MI0007610
mml-miR-101-2-5p	MIMAT0031100
mml-miR-101-3p	MIMAT0002431
mml-mir-103	MI0002743
mml-miR-103	MIMAT0002447
mml-mir-103-1	MI0002743
mml-mir-103-2	MI0007611
mml-miR-103-3p	MIMAT0002447
mml-miR-103-5p	MIMAT0026582
mml-mir-105	MI0002750
mml-miR-105	MIMAT0002454
mml-mir-105-1	MI0002750
mml-mir-105-2	MI0007612
mml-miR-105-3p	MIMAT0026583
mml-miR-105-5p	MIMAT0002454
mml-mir-106a	MI0003107
mml-miR-106a	MIMAT0002798
mml-miR-106a-3p	MIMAT0026604
mml-miR-106a-5p	MIMAT0002798
mml-mir-106b	MI0003073
mml-miR-106b	MIMAT0002772
mml-miR-106b-3p	MIMAT0026601
mml-miR-106b-5p	MIMAT0002772
mml-mir-107	MI0002754
mml-miR-107	MIMAT0002458
mml-miR-107-3p	MIMAT0002458
mml-miR-107-5p	MIMAT0026584
mml-mir-10a	MI0007587
mml-miR-10a	MIMAT0006161
mml-miR-10a-3p	MIMAT0026797
mml-miR-10a-5p	MIMAT0006161
mml-mir-10b	MI0007588
mml-miR-10b	MIMAT0006162
mml-miR-10b-3p	MIMAT0026798
mml-miR-10b-5p	MIMAT0006162
mml-mir-1-1	MI0007568
mml-miR-1-1-5p	MIMAT0026788
mml-mir-1179	MI0020877
mml-miR-1179	MIMAT0024329
mml-mir-1180	MI0023638
mml-miR-1180-3p	MIMAT0028265
mml-miR-1180-5p	MIMAT0028264
mml-mir-1185	MI0020862
mml-miR-1185	MIMAT0024314
mml-mir-1185-1	MI0020862
mml-mir-1185-2	MI0023687
mml-miR-1185-3p	MIMAT0027107
mml-miR-1185-5p	MIMAT0024314
mml-mir-1-2	MI0007569
mml-mir-1224	MI0006310
mml-miR-1224	MIMAT0005570
mml-miR-1224*	MIMAT0005571
mml-miR-1224-3p	MIMAT0005571
mml-miR-1224-5p	MIMAT0005570
mml-mir-1225	MI0006312
mml-miR-1225-3p	MIMAT0005575
mml-miR-1225-5p	MIMAT0005574
mml-mir-1226	MI0006315
mml-miR-1226	MIMAT0005579
mml-mir-1227	MI0006317
mml-miR-1227	MIMAT0005581
mml-mir-122a	MI0007613
mml-miR-122a	MIMAT0006180
mml-miR-122a-3p	MIMAT0026813
mml-miR-122a-5p	MIMAT0006180
mml-mir-1230	MI0006320
mml-miR-1230	MIMAT0005585
mml-mir-1232	MI0006322
mml-miR-1232	MIMAT0005587
mml-mir-1233	MI0012546
mml-miR-1233	MIMAT0012789
mml-mir-1234	MI0012547
mml-miR-1234	MIMAT0012790
mml-mir-1235	MI0006325
mml-miR-1235	MIMAT0005590
mml-mir-1239	MI0006329
mml-miR-1239	MIMAT0005594
mml-mir-1240	MI0006330
mml-miR-1240	MIMAT0005861
mml-mir-1241	MI0006331
mml-miR-1241	MIMAT0005862
mml-mir-1243	MI0020886
mml-miR-1243	MIMAT0024338
mml-miR-1243-3p	MIMAT0024338
mml-miR-1243-5p	MIMAT0027116
mml-mir-1245	MI0023631
mml-miR-1245-3p	MIMAT0028251
mml-miR-1245-5p	MIMAT0028250
mml-mir-1247	MI0023690
mml-miR-1247-3p	MIMAT0028359
mml-miR-1247-5p	MIMAT0028358
mml-mir-1249	MI0020872
mml-miR-1249	MIMAT0024324
mml-mir-124a	MI0002766
mml-miR-124a	MIMAT0002470
mml-mir-124a-1	MI0002766
mml-mir-124a-2	MI0007614
mml-miR-124a-3p	MIMAT0002470
mml-miR-124a-5p	MIMAT0026585
mml-mir-1250	MI0020882
mml-miR-1250	MIMAT0024334
mml-mir-1251	MI0023627
mml-miR-1251-3p	MIMAT0028243
