	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0005949	-0.0317989956174189	6.61712841591243	-0.429521922058142	0.667611919830995	0.998689077135471	-6.98285385645083
MIMAT0003389	0.0832856078786177	7.28617842185605	0.426129548160323	0.670081317433934	0.998689077135471	-6.9842958805536
MIMAT0000452	0.0544787174988475	6.90087206013949	0.423453357247286	0.672031910080525	0.998689077135471	-6.98542540490995
MIMAT0000730	0.109602284854226	8.13779356915207	0.423140013397018	0.672260441656577	0.998689077135471	-6.98555719088465
MIMAT0000456	0.0637541696635431	8.25386056255497	0.416742567957849	0.676932903790974	0.998689077135471	-6.98822650222402
MIMAT0000420	0.0987397079474768	9.63143104117816	0.406564352920566	0.684392363880778	0.998689077135471	-6.99238953355909
MIMAT0000688	-0.12081453131002	9.20690698410859	-0.392292150742507	0.694904227220685	0.998689077135471	-6.99805374238953
MIMAT0000070	0.0878751461997487	9.03287317284613	0.383379801614007	0.701498482412046	0.998689077135471	-7.00148815709237
MIMAT0000227	0.0811783495748672	7.8751468640353	0.383288119349297	0.701566436327206	0.998689077135471	-7.00152307725122
MIMAT0003879	0.0417957658268753	6.66445851394884	0.370686372993076	0.710929240404452	0.998689077135471	-7.00624340899633
MIMAT0000243	-0.128190118437706	10.5240459673998	-0.370230982562219	0.711268413866173	0.998689077135471	-7.00641103461547
MIMAT0000267	0.135176245923403	9.87257952315871	0.349943168882603	0.726435882112658	0.998689077135471	-7.01366978600879
MIMAT0000278	-0.0814556470232803	8.05529810173907	-0.34325584087715	0.731459392679818	0.998689077135471	-7.0159728331007
MIMAT0000692	-0.0666251377744667	8.64277189120182	-0.342918834746408	0.731712858582535	0.998689077135471	-7.01608771868405
MIMAT0004514	0.0430993050023512	6.94924675742882	0.337172785253386	0.736039013380265	0.998689077135471	-7.01802918787253
MIMAT0001536	0.11589749279892	9.74952133303401	0.334715699261672	0.737891503675743	0.998689077135471	-7.01884937352863
MIMAT0004951	-0.0511378557043463	6.77522139251739	-0.314181457015889	0.75343172241845	0.998689077135471	-7.02546927600257
MIMAT0004945	0.0350748146640587	6.67470721415635	0.307440577257875	0.758555421276425	0.998689077135471	-7.02755109445693
MIMAT0000707	-0.108414791778429	7.95833998192079	-0.291751732562384	0.770521233263198	0.998689077135471	-7.03222155026766
MIMAT0002876	-0.034155069435192	7.25986903076318	-0.28486961825885	0.775787684494663	0.998689077135471	-7.03419314131081
MIMAT0000099	-0.0656128384440056	9.01401990519664	-0.27818069462302	0.780916211691765	0.998689077135471	-7.03606429271305
MIMAT0000445	-0.0908846622315096	9.45394740919696	-0.265104634495853	0.790969290742612	0.998689077135471	-7.03959378415196
MIMAT0004494	-0.077294701053189	9.17775387708121	-0.264519982294575	0.79141960827098	0.998689077135471	-7.03974762589732
MIMAT0000759	0.0462296626269652	9.327400441291	0.262499046342429	0.792976732684457	0.998689077135471	-7.04027678651491
MIMAT0004550	0.0502280448564427	7.30007197574826	0.259756172192478	0.795091429587355	0.998689077135471	-7.04098848778751
MIMAT0001627	0.00738557335709622	6.24255516605699	0.2593510459706	0.795403901375033	0.998689077135471	-7.04109297346432
MIMAT0000737	0.0305281109966558	6.77471339297345	0.259110311529157	0.79558959418683	0.998689077135471	-7.04115498379025
MIMAT0002174	0.0226075906347791	6.84307238751849	0.249425747844608	0.803069378553157	0.998689077135471	-7.04360186013606
MIMAT0003221	-0.0233942384768264	6.64751970155349	-0.245973552705544	0.805740060659427	0.998689077135471	-7.04445155307505
MIMAT0000770	0.0334164766185276	6.53782236744341	0.241839698978753	0.80894107092804	0.998689077135471	-7.04545344433018
MIMAT0000416	-0.0451799247281466	6.65000353053603	-0.240510517727825	0.809970992967811	0.998689077135471	-7.0457719806815
MIMAT0000082	0.049708224684049	10.9579612739185	0.228468003508997	0.819316996048187	0.998689077135471	-7.04857795346921
